"","x"
"992","Adrien Sénécat"
"993","Maryline Baumard"
"994","Sarah Belouezzane"
"995","Ariane Chemin"
"996","Sarah Belouezzane"
"997","Bastien Bonnefous"
"998","Solenn de Royer"
"999","Audrey Tonnelier"
"1000","Sarah Belouezzane"
"1001","Grégoire Allix"
"1002","Abel Mestre"
"1003","Jérôme Porier"
"1004","Nathalie Guibert"
"1005","Lucie Soullier"
"1006","Mathilde Damgé"
"1007","Olivier Faye"
"1008","Jean-Baptiste de Montvalon"
"1009","Françoise Fressoz"
"1010","Bastien Bonnefous"
"1011","Solenn de Royer"
"1012","Alexandre Lemarié"
"1013","François Béguin"
"1014","Manon Rescan"
"1015","Gérard Courtois"
"1016","Sarah Belouezzane"
"1017","Bastien Bonnefous"
"1018","Olivier Faye"
"1019","Patrick Roger"
"1020","François Béguin"
"1021","Raphaëlle Besse Desmoulières"
"1022","Michel Noblecourt"
"1023","Maxime Vaudano"
"1024","Soazig Le Nevé"
"1025","Olivier Faye"
"1026","Lucie Soullier"
"1027","Jean-Baptiste de Montvalon"
"1028","Solenn de Royer"
"1029","Stéphane Lauer"
"1030","Françoise Fressoz"
"1031","Raphaëlle Besse Desmoulières"
"1032","Abel Mestre"
"1033","Jean-Baptiste de Montvalon"
"1034","Solenn de Royer"
"1035","Cécile Ducourtieux"
"1036","Patrick Roger"
"1037","Béatrice Jérôme"
"1038","Cécile Ducourtieux"
"1039","Philippe Ridet"
"1040","Jean-Baptiste Jacquin"
"1041","Sarah Belouezzane"
"1042","Bertrand Bissuel"
"1043","Bertrand Bissuel"
"1044","Jean-Baptiste de Montvalon"
"1045","Lucie Soullier"
"1046","Olivier Faye"
"1047","Lucie Soullier"
"1048","Pierre Le Hir"
"1049","Adrien Sénécat"
"1050","Pierre Breteau"
"1051","Benoît Floc'h"
"1052","Abel Mestre"
"1053","Solenn de Royer"
"1054","Maryline Baumard"
"1055","Abel Mestre"
"1056","Stéphane Mandard"
"1057","Laurence Girard"
"1058","Karim El Hadj"
"1059","Franck Johannès"
"1060","Eric Nunès"
"1061","Philippe Ridet"
"1062","Isabelle Rey-Lefebvre"
"1063","Sarah Belouezzane"
"1064","Bertrand Bissuel"
"1065","Jean-Michel Bezat"
"1066","Lucie Soullier"
"1067","Olivier Faye"
"1068","Lucie Soullier"
"1069","Françoise Fressoz"
"1070","Franck Johannès"
"1071","Maryline Baumard"
"1072","Maryline Baumard"
"1073","Maryline Baumard"
"1074","Solenn de Royer"
"1075","Benoît Floc'h"
"1076","Maryline Baumard"
"1077","Manon Rescan"
"1078","Abel Mestre"
"1079","Sandrine Blanchard"
"1080","Anne Rodier"
"1081","Gérard Courtois"
"1082","Olivier Faye"
"1083","Manon Rescan"
"1084","Guy Dutheil"
"1085","Anne-Aël Durand"
"1086","Maxime Vaudano"
"1087","Anne-Aël Durand"
"1088","Maryline Baumard"
"1089","Anne Michel"
"1090","Abel Mestre"
"1091","Olivier Faye"
"1092","Alexandre Lemarié"
"1093","Lucie Soullier"
"1094","Sandrine Cassini"
"1095","Lucie Soullier"
"1096","François Bougon"
"1097","Lucie Soullier"
"1098","Alexandre Piquard"
"1099","William Audureau"
"1100","Olivier Faye"
"1101","Adrien Sénécat"
"1102","Lucie Soullier"
"1103","Olivier Faye"
"1104","Emeline Cazi"
"1105","Franck Johannès"
"1106","Sandrine Morel"
"1107","Manon Rescan"
"1108","Bertrand Bissuel"
"1109","Jean-Philippe Rémy"
"1110","Rémi Barroux"
"1111","Eric Nunès"
"1112","Sylvia Zappi"
"1113","Vanessa Schneider"
"1114","Benoît Floc'h"
"1115","Violaine Morin"
"1116","Martin Untersinger"
"1117","Séverin Graveleau"
"1118","Bertrand Bissuel"
"1119","Violaine Morin"
"1120","Martin Untersinger"
"1121","Elise Vincent"
"1122","Solenn de Royer"
"1123","Olivier Faye"
"1124","Manon Rescan"
"1125","Alexandre Lemarié"
"1126","Philippe Ricard"
"1127","Jean-Philippe Rémy"
"1128","Franck Johannès"
"1129","Solenn de Royer"
"1130","Emeline Cazi"
"1131","Cédric Pietralunga"
"1132","Bastien Bonnefous"
"1133","Audrey Tonnelier"
"1134","Alexandre Lemarié"
"1135","Jean-Baptiste Jacquin"
"1136","Lucie Soullier"
"1137","Bertrand Bissuel"
"1138","Patrick Roger"
"1139","Séverin Graveleau"
"1140","Hélène Sallon"
"1141","Cédric Pietralunga"
"1142","Solenn de Royer"
"1143","Bastien Bonnefous"
"1144","Jean-Baptiste de Montvalon"
"1145","Alexandre Piquard"
"1146","Franck Johannès"
"1147","Gary Dagorn"
"1148","Anne-Aël Durand"
"1149","Olivier Faye"
"1150","Yann Bouchez"
"1151","Anne Michel"
"1152","Abel Mestre"
"1153","Yann Bouchez"
"1154","Anne Michel"
"1155","Patrick Roger"
"1156","Yann Bouchez"
"1157","Anne Michel"
"1158","Anne Michel"
"1159","Yann Bouchez"
"1160","Anne-Aël Durand"
"1161","Eric Nunès"
"1162","Maryline Baumard"
"1163","Gérard Courtois"
"1164","Benoît Floc'h"
"1165","Soazig Le Nevé"
"1166","Alain Frachon"
"1167","Bertrand Bissuel"
"1168","Béatrice Jérôme"
"1169","Patrick Roger"
"1170","Alexandre Lemarié"
"1171","Isabelle Rey-Lefebvre"
"1172","Françoise Fressoz"
"1173","Patrick Roger"
"1174","Jean-Baptiste de Montvalon"
"1175","Bastien Bonnefous"
"1176","Solenn de Royer"
"1177","Cédric Pietralunga"
"1178","Elise Barthet"
"1179","Jean-Michel Bezat"
"1180","Michel Noblecourt"
"1181","Françoise Fressoz"
"1182","Olivier Faye"
"1183","Abel Mestre"
"1184","Luc Cédelle"
"1185","Abel Mestre"
"1186","Olivier Faye"
"1187","Samuel Laurent"
"1188","Eric Nunès"
"1189","Anne Rodier"
"1190","Bertrand Bissuel"
"1191","Jérôme Gautheret"
"1192","François Bougon"
"1193","Alexandre Piquard"
"1194","Bastien Bonnefous"
"1195","Michel Guerrin"
"1196","Julia Pascual"
"1197","Alexandre Piquard"
"1198","Alexandre Piquard"
"1199","Cédric Pietralunga"
"1200","Sandrine Blanchard"
"1201","Lucie Soullier"
"1202","Nathalie Guibert"
"1203","Anne-Aël Durand"
"1204","Philippe Ridet"
"1205","Anne Rodier"
"1206","Julia Pascual"
"1207","Anne Chemin"
"1208","Maryline Baumard"
"1209","Patrick Roger"
"1210","Nathalie Guibert"
"1211","Cécile Ducourtieux"
"1212","Nathalie Guibert"
"1213","Patrick Roger"
"1214","Manon Rescan"
"1215","Clarisse Fabre"
"1216","Cécile Ducourtieux"
"1217","Olivier Faye"
"1218","Mathilde Damgé"
"1219","Patrick Roger"
"1220","Jérôme Porier"
"1221","Béatrice Jérôme"
"1222","Manon Rescan"
"1223","Alexandre Lemarié"
"1224","Jean-Baptiste Jacquin"
"1225","Julia Pascual"
"1226","François Béguin"
"1227","Patrick Roger"
"1228","Bertrand Bissuel"
"1229","Audrey Tonnelier"
"1230","Patrick Roger"
"1231","Eric Nunès"
"1232","Séverin Graveleau"
"1233","Jean-Baptiste Jacquin"
"1234","Patrick Roger"
"1235","Julia Pascual"
"1236","Samuel Laurent"
"1237","Patrick Roger"
"1238","Lucie Soullier"
"1239","Lucie Soullier"
"1240","Benoît Floc'h"
"1241","Françoise Fressoz"
"1242","Nathalie Guibert"
"1243","Alexandre Piquard"
"1244","François Bougon"
"1245","Béatrice Jérôme"
"1246","Abel Mestre"
"1247","Alexandre Lemarié"
"1248","Bertrand Bissuel"
"1249","Patrick Roger"
"1250","Patrick Roger"
"1251","Henri Seckel"
"1252","Jérôme Porier"
"1253","Gaïdz Minassian"
"1254","Frédéric Lemaître"
"1255","Françoise Fressoz"
"1256","Abel Mestre"
"1257","Manon Rescan"
"1258","Alexandre Lemarié"
"1259","Audrey Tonnelier"
"1260","Annick Cojean"
"1261","Solenn de Royer"
"1262","Patrick Roger"
"1263","Rémi Barroux"
"1264","Soazig Le Nevé"
"1265","Olivier Faye"
"1266","Audrey Tonnelier"
"1267","Raphaëlle Besse Desmoulières"
"1268","Elise Barthet"
"1269","Bastien Bonnefous"
"1270","Solenn de Royer"
"1271","Nicolas Truong"
"1272","Benoît Floc'h"
"1273","Elise Barthet"
"1274","Raphaëlle Besse Desmoulières"
"1275","Audrey Tonnelier"
"1276","Abel Mestre"
"1277","Solenn de Royer"
"1278","Benoît Floc'h"
"1279","Violaine Morin"
"1280","Cédric Pietralunga"
"1281","Frédéric Bobin"
"1282","Mathilde Damgé"
"1283","Benoît Floc'h"
"1284","Philippe Ridet"
"1285","Antoine Reverchon"
"1286","Alexandre Piquard"
"1287","François Bougon"
"1288","Jérôme Porier"
"1289","François Bougon"
"1290","Alexandre Piquard"
"1291","Ariane Chemin"
"1292","Alexandre Piquard"
"1293","Jean-Baptiste Jacquin"
"1294","Bastien Bonnefous"
"1295","Patrick Roger"
"1296","Olivier Faye"
