"","x"
"117","Lucie Soullier"
"118","Lucie Soullier"
"119","Isabelle Rey-Lefebvre"
"120","Elise Barthet"
"121","Denis Cosnard"
"122","Patrick Roger"
"123","Cédric Pietralunga"
"124","Luc Cédelle"
"125","Jérôme Gautheret"
"126","Manon Rescan"
"127","Olivier Faye"
"128","Alexandre Lemarié"
"129","Nathalie Guibert"
"130","Nathalie Guibert"
"131","Alain Salles"
"132","Solenn de Royer"
"133","Camille Bordenet"
"134","Maryline Baumard"
"135","Denis Cosnard"
"136","Sylvia Zappi"
"137","Abel Mestre"
"138","Bertrand Bissuel"
"139","Sarah Belouezzane"
"140","Raphaëlle Besse Desmoulières"
"141","Bertrand Bissuel"
"142","Cécile Ducourtieux"
"143","Antoine Reverchon"
"144","Cécile Ducourtieux"
"145","Philippe Ricard"
"146","Jean-Pierre Stroobants"
"147","Nathalie Guibert"
"148","Cécile Ducourtieux"
"149","Marc Semo"
"150","Catherine Vincent"
"151","Catherine Vincent"
"152","Cécile Ducourtieux"
"153","Cécile Ducourtieux"
"154","Blaise Gauquelin"
"155","Audrey Garric"
"156","Olivier Faye"
"157","Abel Mestre"
"158","Rafaële Rivais"
"159","Cédric Pietralunga"
"160","Solenn de Royer"
"161","Bastien Bonnefous"
"162","Rémi Barroux"
"163","François Béguin"
"164","Sandrine Blanchard"
"165","Maryline Baumard"
"166","Adrien Sénécat"
"167","Olivier Faye"
"168","Cédric Pietralunga"
"169","Manon Rescan"
"170","Adrien Sénécat"
"171","Rémi Barroux"
"172","Patrick Roger"
"173","Bastien Bonnefous"
"174","Cédric Pietralunga"
"175","Manon Rescan"
"176","Gaëlle Dupont"
"177","Nathaniel Herzberg"
"178","Sandrine Cabut"
"179","Paul Benkimoun"
"180","François Béguin"
"181","Maryline Baumard"
"182","Cédric Pietralunga"
"183","Raphaëlle Besse Desmoulières"
"184","Solenn de Royer"
"185","Pierre Le Hir"
"186","Alexandre Piquard"
"187","Raphaëlle Besse Desmoulières"
"188","Sarah Belouezzane"
"189","Bertrand Bissuel"
"190","Philippe Bernard"
"191","Audrey Tonnelier"
"192","Maryline Baumard"
"193","Patrick Roger"
"194","Alexandre Lemarié"
"195","Sarah Belouezzane"
"196","Elise Barthet"
"197","Rémi Barroux"
"198","Gérard Courtois"
"199","Jean-Baptiste Jacquin"
"200","Cédric Pietralunga"
"201","Olivier Faye"
"202","Cédric Pietralunga"
"203","Anne Guillard"
"204","Abel Mestre"
"205","Lucie Soullier"
"206","Olivier Faye"
"207","Raphaëlle Besse Desmoulières"
"208","Bertrand Bissuel"
"209","Elise Barthet"
"210","Audrey Tonnelier"
"211","Michel Noblecourt"
"212","Lucie Soullier"
"213","Alexandre Lemarié"
"214","Karim El Hadj"
"215","Rémi Barroux"
"216","Audrey Tonnelier"
"217","Thomas Wieder"
"218","Maryline Baumard"
"219","Philippe Bernard"
"220","Solenn de Royer"
"221","Alexandre Lemarié"
"222","Philippe Ricard"
"223","Rémi Barroux"
"224","Pierre Breteau"
"225","Isabelle Rey-Lefebvre"
"226","Patrick Roger"
"227","Raphaëlle Besse Desmoulières"
"228","Patrick Roger"
"229","Pierre Le Hir"
"230","Simon Roger"
"231","Raphaëlle Bacqué"
"232","Simon Roger"
"233","Alexandre Lemarié"
"234","Martin Untersinger"
"235","Olivier Faye"
"236","Maryline Baumard"
"237","Enora Ollivier"
"238","Audrey Tonnelier"
"239","Sarah Belouezzane"
"240","Sarah Belouezzane"
"241","Raphaëlle Besse Desmoulières"
"242","Patrick Roger"
"243","Alexandre Piquard"
"244","Bastien Bonnefous"
"245","Brice Pedroletti"
"246","Enora Ollivier"
"247","Cédric Pietralunga"
"248","Alexandre Lemarié"
"249","Rafaële Rivais"
"250","Cédric Pietralunga"
"251","Enora Ollivier"
"252","Jérôme Porier"
"253","Enora Ollivier"
"254","Patrick Roger"
"255","Lucie Soullier"
"256","Elise Barthet"
"257","Gérard Courtois"
"258","Enora Ollivier"
"259","François Bougon"
"260","Philippe Jacqué"
"261","Sarah Belouezzane"
"262","Cédric Pietralunga"
"263","Alexandre Lemarié"
"264","Olivier Faye"
"265","Cécile Chambraud"
"266","Jean-Baptiste Jacquin"
"267","Sarah Belouezzane"
"268","Olivier Faye"
"269","Enora Ollivier"
"270","Elise Barthet"
"271","Elise Vincent"
"272","Enora Ollivier"
"273","Brice Pedroletti"
"274","Bastien Bonnefous"
"275","Olivier Faye"
"276","Lucie Soullier"
"277","Enora Ollivier"
"278","Sylvia Zappi"
"279","Patrick Roger"
"280","Maryline Baumard"
"281","Adrien Sénécat"
"282","Abel Mestre"
"283","Cédric Pietralunga"
"284","Sarah Belouezzane"
"285","Martin Untersinger"
"286","Adrien Sénécat"
"287","Morgane Tual"
"288","Louise Couvelaire"
"289","Benoît Floc'h"
"290","François Bougon"
"291","Adrien Sénécat"
"292","Cédric Pietralunga"
"293","Bastien Bonnefous"
"294","Enora Ollivier"
"295","Patrick Roger"
"296","Alexandre Lemarié"
"297","Jean-Baptiste de Montvalon"
"298","Patrick Roger"
"299","Solenn de Royer"
"300","Patrick Roger"
"301","Cédric Pietralunga"
"302","Gérard Courtois"
"303","Bastien Bonnefous"
"304","Gérard Courtois"
"305","Olivier Faye"
"306","François Béguin"
"307","François Béguin"
"308","Solenn de Royer"
"309","Benoît Floc'h"
"310","Mathilde Damgé"
"311","Gérard Courtois"
"312","Solenn de Royer"
"313","Antoine Reverchon"
"314","Benoît Floc'h"
"315","Eric Nunès"
"316","Benoît Floc'h"
"317","Adrien de Tricornot"
"318","Bertrand Bissuel"
"319","Nicolas Chapuis"
"320","Bertrand Bissuel"
"321","Sarah Belouezzane"
"322","Bertrand Bissuel"
"323","Solenn de Royer"
"324","Alexandre Lemarié"
"325","Enora Ollivier"
"326","Manon Rescan"
"327","Manon Rescan"
"328","Gérard Courtois"
"329","Michel Noblecourt"
"330","Béatrice Jérôme"
"331","Béatrice Jérôme"
"332","Béatrice Jérôme"
"333","Gaëlle Dupont"
"334","Solenn de Royer"
"335","Cécile Chambraud"
"336","Raphaëlle Besse Desmoulières"
"337","Raphaëlle Besse Desmoulières"
"338","Rémi Barroux"
"339","Marie-Béatrice Baudet"
"340","Maxime Vaudano"
"341","Cécile Bouanchaud"
"342","Marie de Vergès"
"343","Solenn de Royer"
"344","Olivier Faye"
"345","Rémi Barroux"
"346","Audrey Tonnelier"
"347","Manon Rescan"
"348","Michel Noblecourt"
"349","Julia Pascual"
"350","Laurence Girard"
"351","Nicolas Chapuis"
"352","François Béguin"
"353","Mathilde Damgé"
"354","Adrien Sénécat"
"355","Pauline Croquet"
"356","François Bougon"
"357","Alexandre Piquard"
"358","Alexandre Piquard"
"359","Olivier Faye"
"360","Solenn de Royer"
"361","Manon Rescan"
"362","François Bougon"
"363","Alexandre Piquard"
"364","Raphaëlle Besse Desmoulières"
"365","Alexandre Lemarié"
"366","Enora Ollivier"
"367","Séverin Graveleau"
"368","Camille Stromboni"
"369","Anne-Sophie Faivre Le Cadre"
"370","Sandrine Cassini"
"371","Bertrand Bissuel"
"372","Olivier Faye"
"373","Alexandre Lemarié"
"374","Manon Rescan"
"375","Jean-Baptiste de Montvalon"
"376","Vanessa Schneider"
"377","Matthieu Goar"
"378","Béatrice Jérôme"
"379","Bastien Bonnefous"
"380","Solenn de Royer"
"381","Michel Noblecourt"
"382","Cédric Pietralunga"
"383","Sandrine Blanchard"
"384","Cédric Pietralunga"
"385","Sandrine Blanchard"
"386","Maryline Baumard"
"387","Raphaëlle Bacqué"
"388","Philippe Bernard"
"389","Cécile Ducourtieux"
"390","Gilles Paris"
"391","Laure Stephan"
"392","Jérôme Gautheret"
"393","Charlotte Bozonnet"
"394","Isabelle Mandraud"
"395","Thomas Wieder"
"396","Solenn de Royer"
"397","Bastien Bonnefous"
"398","François Bougon"
"399","Abel Mestre"
"400","François Bougon"
"401","François Bougon"
"402","Solenn de Royer"
"403","Bastien Bonnefous"
"404","Alexandre Lemarié"
"405","Olivier Faye"
"406","Blaise Gauquelin"
"407","Cédric Pietralunga"
"408","Anne Michel"
"409","Solenn de Royer"
"410","Bertrand Bissuel"
"411","Benoît Floc'h"
"412","Sylvia Zappi"
"413","Patrick Roger"
"414","Sandrine Cassini"
"415","Françoise Fressoz"
"416","Abel Mestre"
"417","Jean-Baptiste Jacquin"
"418","Patrick Roger"
"419","Sarah Belouezzane"
"420","Bertrand Bissuel"
"421","Marie Charrel"
"422","Marie de Vergès"
"423","Elise Barthet"
"424","Isabelle Rey-Lefebvre"
"425","Pascale Robert-Diard"
"426","Matthieu Goar"
"427","Martin Untersinger"
"428","Enora Ollivier"
"429","Alexandre Lemarié"
"430","Elise Barthet"
"431","Marie de Vergès"
"432","Philippe Escande"
"433","Rémi Barroux"
"434","Ariane Chemin"
"435","Maryline Baumard"
"436","Patrick Roger"
"437","Bertrand Bissuel"
"438","Patrick Roger"
"439","Louise Couvelaire"
"440","Sarah Belouezzane"
"441","Bertrand Bissuel"
"442","Cédric Pietralunga"
"443","Audrey Tonnelier"
"444","Claire Legros"
"445","Manon Rescan"
"446","Alexandre Lemarié"
"447","Anne-Aël Durand"
"448","Simon Piel"
"449","Manon Rescan"
"450","Joséfa Lopez"
"451","Marc Bettinelli"
"452","Enora Ollivier"
"453","Patrick Roger"
"454","Maxime Vaudano"
"455","Gary Dagorn"
"456","Anne Michel"
"457","Alexandre Piquard"
"458","Bastien Bonnefous"
"459","Luc Bronner"
"460","Sophie Landrin"
"461","Simon Roger"
"462","Raphaëlle Besse Desmoulières"
"463","Bertrand Bissuel"
"464","Olivier Faye"
"465","Simon Piel"
"466","Lucie Soullier"
"467","Cédric Pietralunga"
"468","Olivier Faye"
"469","Anne-Sophie Faivre Le Cadre"
"470","Lucie Soullier"
"471","Matthieu Goar"
"472","Olivier Faye"
"473","Béatrice Jérôme"
"474","Patrick Roger"
"475","Sandrine Cassini"
"476","Pascale Robert-Diard"
"477","Frédéric Lemaître"
"478","Audrey Tonnelier"
"479","Patrick Roger"
"480","Alexandre Lemarié"
"481","Matthieu Goar"
"482","Olivier Faye"
"483","Lucie Soullier"
"484","Matthieu Goar"
"485","Patrick Roger"
"486","Donald Walther"
"487","Matthieu Goar"
"488","François Bougon"
"489","Abel Mestre"
"490","Sarah Belouezzane"
"491","Raphaëlle Besse Desmoulières"
"492","Enora Ollivier"
"493","Patrick Roger"
"494","Lucie Soullier"
"495","Matthieu Goar"
"496","Olivier Faye"
"497","Maryline Baumard"
"498","Olivier Faye"
"499","Olivier Faye"
"500","Patrick Roger"
"501","Lucie Soullier"
"502","Matthieu Goar"
"503","Olivier Faye"
"504","Olivier Faye"
"505","Manon Rescan"
"506","Jean-Baptiste Jacquin"
"507","Cédric Pietralunga"
"508","Philippe Ridet"
"509","Sarah Belouezzane"
"510","Bertrand Bissuel"
"511","Michel Noblecourt"
"512","Alexandre Lemarié"
"513","Bastien Bonnefous"
"514","Enora Ollivier"
"515","Benoît Floc'h"
"516","Audrey Tonnelier"
"517","Béatrice Jérôme"
"518","Isabelle Rey-Lefebvre"
"519","Laura Motet"
"520","Anne Rodier"
"521","Isabelle Rey-Lefebvre"
"522","Maryline Baumard"
"523","Maryline Baumard"
"524","Philippe Escande"
"525","Cécile Ducourtieux"
"526","Anne Michel"
"527","Rémi Barroux"
"528","François Bougon"
"529","Alexandre Piquard"
"530","Gérard Courtois"
"531","Solenn de Royer"
"532","Alexandre Lemarié"
"533","Sylvie Kauffmann"
"534","Matthieu Goar"
"535","Gérard Courtois"
"536","Anne-Sophie Faivre Le Cadre"
"537","Alexandre Pouchard"
"538","Adrien Sénécat"
"539","Raphaëlle Besse Desmoulières"
"540","Jérémie Lamothe"
"541","Bastien Bonnefous"
"542","Charlotte Bozonnet"
"543","Patrick Roger"
"544","Cédric Pietralunga"
"545","Solenn de Royer"
"546","Raphaëlle Besse Desmoulières"
"547","Sarah Belouezzane"
"548","Bertrand Bissuel"
"549","Bastien Bonnefous"
"550","Ariane Chemin"
"551","Sarah Belouezzane"
"552","Bertrand Bissuel"
"553","Gérard Courtois"
"554","Jérémie Lamothe"
"555","Pierre Breteau"
"556","Anne-Sophie Faivre Le Cadre"
"557","Cyril Bensimon"
"558","Abel Mestre"
"559","Adrien Sénécat"
"560","Matthieu Goar"
"561","Maryline Baumard"
"562","Matthieu Goar"
"563","Donald Walther"
"564","Vanessa Schneider"
"565","Lucie Soullier"
"566","Marc-Olivier Bherer"
"567","Jérémie Lamothe"
"568","Jérémie Lamothe"
"569","Sylvie Gittus"
"570","Asia Balluffier"
"571","Patrick Roger"
"572","Abel Mestre"
"573","Henri Seckel"
"574","Agathe Dahyot"
"575","Sylvie Gittus"
"576","Patrick Roger"
"577","Ariane Chemin"
"578","Emeline Cazi"
"579","Adrien Sénécat"
"580","Solenn de Royer"
"581","Anne-Aël Durand"
"582","Abel Mestre"
"583","Abel Mestre"
"584","Sylvia Zappi"
"585","Solenn de Royer"
"586","Manon Rescan"
"587","Anne Chemin"
"588","Gaëlle Dupont"
"589","Manon Rescan"
"590","Christophe Châtelot"
"591","Rémi Barroux"
"592","Gary Dagorn"
"593","Maryline Baumard"
"594","Sarah Belouezzane"
"595","Raphaëlle Besse Desmoulières"
"596","Michel Noblecourt"
"597","Patrick Roger"
"598","Patrick Roger"
"599","Patrick Roger"
"600","Rémi Barroux"
"601","Béatrice Jérôme"
"602","Frédéric Lemaître"
"603","Philippe Ridet"
"604","Matthieu Goar"
"605","Audrey Tonnelier"
"606","Manon Rescan"
"607","Louise Couvelaire"
"608","Enora Ollivier"
"609","Olivier Faye"
"610","Sarah Belouezzane"
"611","Raphaëlle Besse Desmoulières"
"612","Abel Mestre"
"613","Sylvia Zappi"
"614","Marie de Vergès"
"615","Solenn de Royer"
"616","Alexandre Lemarié"
"617","Manon Rescan"
"618","Cyril Bensimon"
"619","Anne-Aël Durand"
"620","Adrien de Tricornot"
"621","Pierre Breteau"
"622","Pierre Le Hir"
"623","Manon Rescan"
"624","Sarah Belouezzane"
"625","Bertrand Bissuel"
"626","Abel Mestre"
"627","Sylvia Zappi"
"628","Alexandre Lemarié"
"629","Olivier Faye"
"630","Benoît Floc'h"
"631","Audrey Tonnelier"
"632","Mathilde Damgé"
"633","Anne-Sophie Faivre Le Cadre"
"634","Gaëlle Dupont"
"635","Gérard Courtois"
"636","Olivier Faye"
"637","Alexandre Lemarié"
"638","Alexandre Lemarié"
"639","Benoît Floc'h"
"640","Audrey Tonnelier"
"641","Matthieu Goar"
"642","Matthieu Goar"
"643","François Béguin"
"644","Anne Rodier"
"645","Enora Ollivier"
"646","Enora Ollivier"
"647","Benoît Hopquin"
"648","Isabelle Rey-Lefebvre"
"649","Bastien Bonnefous"
"650","Solenn de Royer"
"651","Cédric Pietralunga"
"652","Abel Mestre"
"653","Enora Ollivier"
"654","Raphaëlle Besse Desmoulières"
"655","Bertrand Bissuel"
"656","Cédric Pietralunga"
"657","Enora Ollivier"
"658","Nicolas Chapuis"
"659","Bastien Bonnefous"
"660","Solenn de Royer"
"661","Nicolas Chapuis"
"662","Sarah Belouezzane"
"663","Anne-Aël Durand"
"664","Gaëlle Dupont"
"665","Gaëlle Dupont"
"666","Alexandre Lemarié"
"667","Isabelle Rey-Lefebvre"
"668","Béatrice Jérôme"
"669","Raphaëlle Besse Desmoulières"
"670","Bertrand Bissuel"
"671","Camille Bordenet"
"672","Maryline Baumard"
"673","Adrien Sénécat"
"674","Cécile Bouanchaud"
"675","Bertrand Bissuel"
"676","Vanessa Schneider"
"677","Raphaëlle Besse Desmoulières"
"678","Béatrice Jérôme"
"679","Béatrice Jérôme"
"680","Manon Rescan"
"681","Gary Dagorn"
"682","Benoît Floc'h"
"683","Audrey Tonnelier"
"684","Laurent Carpentier"
"685","Mathilde Damgé"
"686","Cécile Ducourtieux"
"687","Cécile Ducourtieux"
"688","Gaëlle Dupont"
"689","Cédric Pietralunga"
"690","Ariane Chemin"
"691","Philippe Ridet"
"692","Matthieu Goar"
"693","Isabelle Rey-Lefebvre"
"694","Raphaëlle Besse Desmoulières"
"695","Raphaëlle Bacqué"
"696","Lucie Soullier"
"697","Solenn de Royer"
"698","Rémi Barroux"
"699","Enora Ollivier"
"700","Anne-Aël Durand"
"701","Sarah Belouezzane"
"702","Bertrand Bissuel"
"703","Patrick Roger"
"704","Jacques Follorou"
"705","Béatrice Jérôme"
"706","Cédric Pietralunga"
"707","Matthieu Goar"
"708","Béatrice Jérôme"
"709","Philippe Ridet"
"710","Matthieu Goar"
"711","Lucie Soullier"
"712","Gérard Courtois"
"713","Patrick Roger"
"714","Mathilde Damgé"
"715","Alexandre Lemarié"
"716","Françoise Fressoz"
"717","Bertrand Bissuel"
"718","Julia Pascual"
"719","Jérémie Baruch"
"720","Jean-Baptiste Chastand"
"721","Anne Michel"
"722","Maxime Vaudano"
"723","Claire Legros"
"724","Fanny Laemmel"
"725","Anne Rodier"
"726","Anne Rodier"
"727","Bastien Bonnefous"
"728","Solenn de Royer"
"729","Cédric Pietralunga"
"730","Alexandre Piquard"
"731","François Bougon"
"732","Matthieu Goar"
"733","Isabelle Rey-Lefebvre"
"734","Marie Charrel"
"735","Manon Rescan"
"736","Manon Rescan"
"737","Enora Ollivier"
"738","Bastien Bonnefous"
"739","Sylvia Zappi"
"740","Cédric Pietralunga"
"741","Lucie Soullier"
"742","Vanessa Schneider"
"743","Jérémie Lamothe"
"744","Michel Noblecourt"
"745","Raphaëlle Besse Desmoulières"
"746","Bertrand Bissuel"
"747","Cédric Pietralunga"
"748","Raphaëlle Besse Desmoulières"
"749","Bertrand Bissuel"
"750","Alexandre Lemarié"
"751","Denis Cosnard"
"752","Pascal Galinier"
"753","Abel Mestre"
"754","Adrien de Tricornot"
"755","Pierre Trouvé"
"756","Matthieu Goar"
"757","Alexandre Lemarié"
"758","Manon Rescan"
"759","Solenn de Royer"
"760","Bastien Bonnefous"
"761","Claire Legros"
"762","Audrey Tonnelier"
"763","Cédric Pietralunga"
"764","Raphaëlle Besse Desmoulières"
"765","Abel Mestre"
"766","Benoît Floc'h"
"767","Mathilde Damgé"
"768","Benoît Floc'h"
"769","Audrey Tonnelier"
"770","Bertrand Bissuel"
"771","Raphaëlle Besse Desmoulières"
"772","Bertrand Bissuel"
"773","Anne Michel"
"774","Jean-Baptiste Jacquin"
"775","Alain Beuve-Méry"
"776","Gérard Courtois"
"777","Alexandre Lemarié"
"778","Michel Noblecourt"
"779","Lucie Soullier"
"780","Bastien Bonnefous"
"781","Luc Bronner"
"782","Abel Mestre"
"783","Béatrice Jérôme"
"784","Manon Rescan"
"785","Audrey Tonnelier"
"786","Isabelle Rey-Lefebvre"
"787","Louise Couvelaire"
"788","Bastien Bonnefous"
"789","Clarisse Fabre"
"790","Bastien Bonnefous"
"791","Louise Couvelaire"
"792","Abel Mestre"
"793","Piotr Smolar"
"794","Clarisse Fabre"
"795","Alexandre Piquard"
"796","Audrey Tonnelier"
"797","Jean-Baptiste Jacquin"
"798","Julia Pascual"
"799","Jean-Michel Bezat"
"800","Matthieu Goar"
"801","Françoise Fressoz"
"802","Bastien Bonnefous"
"803","Solenn de Royer"
"804","Julia Pascual"
"805","Marie Charrel"
"806","Vanessa Schneider"
"807","Solenn de Royer"
"808","Matthieu Goar"
"809","Bertrand Bissuel"
"810","Benoît Floc'h"
"811","Abel Mestre"
"812","Maxime Vaudano"
"813","Jean-Baptiste Chastand"
"814","Anne Michel"
"815","Jérémie Baruch"
"816","Adrien Sénécat"
"817","Patrick Roger"
"818","Manon Rescan"
"819","Patrick Roger"
"820","Benoît Floc'h"
"821","Jean-Baptiste Jacquin"
"822","Bertrand Bissuel"
"823","Bastien Bonnefous"
"824","Solenn de Royer"
"825","Lucie Soullier"
"826","Séverin Graveleau"
"827","Bertrand Bissuel"
"828","Marc Bettinelli"
"829","Vincent Pastorelli"
"830","Anne-Sophie Faivre Le Cadre"
"831","Lucie Soullier"
"832","Jérôme Porier"
"833","Marc Bettinelli"
"834","Vincent Pastorelli"
"835","Thomas Wieder"
"836","Anne-Sophie Faivre Le Cadre"
"837","Olivier Faye"
"838","Patrick Roger"
"839","Manon Rescan"
"840","Simon Roger"
"841","Bastien Bonnefous"
"842","Solenn de Royer"
"843","Marc Semo"
"844","Pierre Le Hir"
"845","Jérôme Porier"
"846","Patrick Roger"
"847","Bertrand Bissuel"
"848","Abel Mestre"
"849","Anne Michel"
"850","Maxime Vaudano"
"851","Cécile Ducourtieux"
"852","Anne Michel"
"853","Anne Michel"
"854","Pierre Le Hir"
"855","Cédric Pietralunga"
"856","Anne Michel"
"857","Olivier Faye"
"858","Lucie Soullier"
"859","Benoît Floc'h"
"860","Manon Rescan"
"861","Audrey Tonnelier"
"862","Cédric Pietralunga"
"863","Patrick Roger"
"864","Anne-Sophie Faivre Le Cadre"
"865","Jérémie Baruch"
"866","Maxime Vaudano"
"867","Isabelle Rey-Lefebvre"
"868","Solenn de Royer"
"869","Françoise Fressoz"
"870","Jérémie Baruch"
"871","Mathilde Damgé"
"872","Solenn de Royer"
"873","Nicolas Bourcier"
"874","Charlotte Bozonnet"
"875","Jacques Follorou"
"876","Joan Tilouine"
"877","Cédric Pietralunga"
"878","Charlotte Bozonnet"
"879","Jacques Follorou"
"880","Joan Tilouine"
"881","Cédric Pietralunga"
"882","Rémi Barroux"
"883","Manon Rescan"
"884","Olivier Faye"
"885","Olivier Faye"
"886","Manon Rescan"
"887","Joan Tilouine"
"888","Charlotte Bozonnet"
"889","Jacques Follorou"
"890","Henri Seckel"
"891","Henri Seckel"
"892","Isabelle Rey-Lefebvre"
"893","Patrick Roger"
"894","Cédric Pietralunga"
"895","Patrick Roger"
"896","Anne Pélouas"
"897","Patrick Roger"
"898","Michel Noblecourt"
"899","Solenn de Royer"
"900","Isabelle Rey-Lefebvre"
"901","Patrick Roger"
"902","Françoise Fressoz"
"903","Jean-Baptiste Jacquin"
"904","Matthieu Goar"
"905","Olivier Faye"
"906","Julia Pascual"
"907","Bastien Bonnefous"
"908","Eric Nunès"
"909","Camille Stromboni"
"910","Aurélie Collas"
"911","Béatrice Jérôme"
"912","Gaëlle Dupont"
"913","François Béguin"
"914","Raphaëlle Besse Desmoulières"
"915","Michel Noblecourt"
"916","Alexandre Lemarié"
"917","Matthieu Goar"
"918","Jean-Baptiste Jacquin"
"919","Samuel Laurent"
"920","Patrick Roger"
"921","Jean-Michel Bezat"
"922","Sarah Belouezzane"
"923","Bertrand Bissuel"
"924","Françoise Fressoz"
"925","Solenn de Royer"
"926","Sylvie Gittus"
"927","Jean-Baptiste de Montvalon"
"928","Rémi Barroux"
"929","Bastien Bonnefous"
"930","Sophie Landrin"
"931","Simon Roger"
"932","Patrick Roger"
"933","Isabelle Rey-Lefebvre"
"934","Enora Ollivier"
"935","Marie Charrel"
"936","Alain Salles"
"937","Solenn de Royer"
"938","Enora Ollivier"
"939","Benoît Floc'h"
"940","Marie Charrel"
"941","Bertrand Bissuel"
"942","Benoît Floc'h"
"943","Patrick Roger"
"944","Solenn de Royer"
"945","Olivier Faye"
"946","Matthieu Goar"
"947","Solenn de Royer"
"948","Raphaëlle Besse Desmoulières"
"949","Françoise Fressoz"
"950","Maxime Ferrer"
"951","Benoît Floc'h"
"952","Solenn de Royer"
"953","Béatrice Jérôme"
"954","Alexandre Piquard"
"955","Matthieu Goar"
"956","Laura Motet"
"957","Patrick Roger"
"958","Jean-Baptiste de Montvalon"
"959","Alexandre Lemarié"
"960","Sarah Belouezzane"
"961","Bertrand Bissuel"
"962","Alexandre Lemarié"
"963","Anne-Aël Durand"
"964","Adrien Sénécat"
"965","Sarah Belouezzane"
"966","Bertrand Bissuel"
"967","Bastien Bonnefous"
"968","Matthieu Goar"
"969","Raphaëlle Besse Desmoulières"
"970","Bertrand Bissuel"
"971","Rémi Barroux"
"972","Cécile Ducourtieux"
"973","Simon Roger"
"974","Olivier Faye"
"975","Matthieu Goar"
"976","Hélène Bekmezian"
"977","Raphaëlle Besse Desmoulières"
"978","Solenn de Royer"
"979","Bastien Bonnefous"
"980","Bertrand Bissuel"
"981","Maxime Ferrer"
"982","Maxime Vaudano"
"983","Laura Motet"
"984","Anne-Aël Durand"
"985","Bastien Bonnefous"
"986","Béatrice Jérôme"
"987","Isabelle Rey-Lefebvre"
"988","Raphaëlle Besse Desmoulières"
"989","Jean-Baptiste Jacquin"
"990","Alain Beuve-Méry"
"991","François Béguin"
"992","Emeline Cazi"
"993","Bastien Bonnefous"
"994","Solenn de Royer"
"995","Charlotte Chabas"
"996","François Béguin"
"997","Michel Noblecourt"
