"","x"
"983","L’Opinion"
"984","l’Opinion"
"985","L’Opinion"
"986","Béatrice Houchard"
"987","l’Opinion"
"988","l’Opinion"
"989","Hakim El Karoui"
"990","Béatrice Houchard"
"991","Ludovic Vigogne"
"992","Caroline Vigoureux"
"993","Caroline Vigoureux"
"994","Caroline Vigoureux"
"995","Caroline Vigoureux"
"996","Raphaël Proust"
"997","Jean-Dominique Merchet"
"998","l’Opinion"
"999","Ludovic Vigogne"
"1000","l’Opinion"
"1001","Nathalie Segaunes"
"1002","Muriel Motte"
"1003","Nathalie Segaunes"
"1004","Nathalie Segaunes"
"1005","Eric Le Boucher"
"1006","Caroline Vigoureux"
"1007","l’Opinion"
"1008","l’Opinion "
"1009","Ludovic Vigogne"
"1010","l’Opinion"
"1011","Raphaël Proust"
"1012","Ludovic Vigogne"
"1013","Nicolas Beytout"
"1014","Ludovic Vigogne"
"1015","Irène Inchauspé"
"1016","Irène Inchauspé"
"1017","Irène Inchauspé"
"1018","l’Opinion"
"1019","Patrick Devedjian"
"1020","Ludovic Vigogne"
"1021","Ivanne Trippenbach"
"1022","Caroline Vigoureux"
"1023","Alexandre Malafaye"
"1024","Hakim El Karoui"
"1025","l’Opinion"
"1026","Olivier Babeau"
"1027","l’Opinion"
"1028","Nicolas Beytout"
"1029","Ivanne Trippenbach"
"1030","Jean Philippe Delsol"
"1031","Jean-Dominique Merchet"
"1032","Béatrice Houchard"
"1033","Nathalie Segaunes"
"1034","Irène Inchauspé"
"1035","Béatrice Houchard"
"1036","Nathalie Segaunes"
"1037","Nathalie Segaunes"
"1038","Emmanuel Maurel"
"1039","Raphaël Proust"
"1040","Ivanne Trippenbach"
"1041","Irène Inchauspé"
"1042","Rémi Godeau"
"1043","Eric Le Boucher"
"1044","Irène Inchauspé"
"1045","Ludovic Vigogne"
"1046","L’Opinion"
"1047","Raphaël Proust"
"1048","Romain Segond"
"1049","l’Opinion"
"1050","l’Opinion"
"1051","Ivanne Trippenbach"
"1052","Caroline Vigoureux"
"1053","Raphaël Legendre"
"1054","Irène Inchauspé"
"1055","Nicolas Beytout"
"1056","l’Opinion"
"1057","l’Opinion"
"1058","Gilles Savary"
"1059","Cyril Lacarrière"
"1060","Cyril Lacarrière"
"1061","Raphaël Proust"
"1062","l’Opinion"
"1063","Irène Inchauspé"
"1064","Béatrice Houchard"
"1065","Ludovic Vigogne"
"1066","Olivier Babeau"
"1067","l’Opinion"
"1068","l’Opinion"
"1069","Jean-Jérôme Bertolus"
"1070","Cyril Lacarrière"
"1071","Ludovic Vigogne"
"1072","Ivanne Trippenbach"
"1073","Julien Aubert et 8 parlementaires LR "
"1074","Ludovic Vigogne"
"1075","l’Opinion"
"1076","Caroline Vigoureux"
"1077","Rémi Godeau"
"1078","Raphaël Proust"
"1079","Béatrice Houchard"
"1080","Béatrice Houchard"
"1081","Ivanne Trippenbach"
"1082","Hakim El Karoui"
"1083","l’Opinion"
"1084","Cyrille Lachèvre"
"1085","Raphaël Proust"
"1086","Ivanne Trippenbach"
"1087","Patrick Stefanini"
"1088","Irène Inchauspé"
"1089","Jean-Jérôme Bertolus"
"1090","Erwan Le Noan"
"1091","l’Opinion"
"1092","l’Opinion"
"1093","Raphaël Proust"
"1094","Ivanne Trippenbach"
"1095","l’Opinion"
"1096","Ludovic Vigogne"
"1097","Raphaël Proust"
"1098","Caroline Vigoureux"
"1099","Ivanne Trippenbach"
"1100","Ivanne Trippenbach"
"1101","l’Opinion"
"1102","l’Opinion"
"1103","Irène Inchauspé"
"1104","Irène Inchauspé"
"1105","Caroline Vigoureux"
"1106","Irène Inchauspé"
"1107","Ludovic Vigogne"
"1108","Jean-Jérôme Bertolus"
"1109","Jean-Jérôme Bertolus"
"1110","Patrick Devedjian"
"1111","l’Opinion"
"1112","Jean-Dominique Merchet"
"1113","Olivier Babeau"
"1114","Béatrice Houchard"
"1115","Ivanne Trippenbach"
"1116","Ludovic Vigogne"
"1117","Raphaël Proust"
"1118","Jean-Jérôme Bertolus"
"1119","Cyril Lacarrière"
"1120","Nicolas Beytout"
"1121","Caroline Vigoureux"
"1122","l’Opinion"
"1123","Raphaël Proust"
"1124","Caroline Vigoureux"
"1125","72 enseignants de l’Université Paris-Nanterre"
"1126","l’Opinion"
"1127","l’Opinion"
"1128","Caroline Vigoureux"
"1129","Ludovic Vigogne"
"1130","Cyril Lacarrière"
"1131","Nicolas Beytout"
"1132","Cyril Lacarrière"
"1133","Raphaël Proust"
"1134","l’Opinion"
"1135","Ludovic Vigogne"
"1136","l’Opinion"
"1137","Béatrice Houchard"
"1138","Ludovic Vigogne"
"1139","Nathalie Segaunes"
"1140","Nathalie Segaunes"
"1141","Caroline Vigoureux"
"1142","Eric Le Boucher"
"1143","Erwan Le Noan"
"1144","Ludovic Vigogne"
"1145","l’Opinion"
"1146","l’Opinion"
"1147","l’Opinion"
"1148","Aurane Reihanian"
"1149","Irène Inchauspé"
"1150","Raphaël Proust"
"1151","Nathalie Segaunes"
"1152","Ivanne Trippenbach"
"1153","Nicolas Beytout"
"1154","Gilles Savary"
"1155","Raphaël Proust"
"1156","Ivanne Trippenbach"
"1157","Ivanne Trippenbach"
"1158","Ludovic Vigogne"
"1159","Caroline Vigoureux"
"1160","Béatrice Houchard"
"1161","Rémi Godeau"
"1162","Irène Inchauspé"
"1163","Nathalie Segaunes"
"1164","l’Opinion"
"1165","Olivier Babeau"
"1166","Caroline Vigoureux"
"1167","Nathalie Segaunes"
"1168","Ivanne Trippenbach"
"1169","Nathalie Segaunes"
"1170","Irène Inchauspé"
"1171","Nicolas Beytout"
"1172","Irène Inchauspé"
"1173","Nathalie Segaunes"
"1174","Ivanne Trippenbach"
"1175","l’Opinion"
"1176","Raphaël Proust"
"1177","Ivanne Trippenbach"
"1178","Nicolas Beytout"
"1179","l’Opinion"
"1180","Raphaël Proust"
"1181","Ivanne Trippenbach"
"1182","Jerôme Dubus"
"1183","Alexandre Malafaye"
"1184","Hakim El Karoui"
"1185","l’Opinion"
"1186","Caroline Vigoureux"
"1187","Irène Inchauspé"
"1188","Raphaël Legendre"
"1189","Jean-Jérôme Bertolus"
"1190","David Lisnard"
"1191","l’Opinion"
"1192","Nathalie Segaunes"
"1193","Raphaël Proust"
"1194","Jean-Jérôme Bertolus"
"1195","Ivanne Trippenbach"
"1196","Caroline Vigoureux"
"1197","Emmanuelle Ducros"
"1198","Nathalie Segaunes"
"1199","Cercle Droit et Débat Public"
"1200","Ludovic Vigogne"
"1201","Raphaël Proust"
"1202","Ivanne Trippenbach"
"1203","Nathalie Segaunes"
"1204","Raphaël Proust"
"1205","Béatrice Houchard"
"1206","Ivanne Trippenbach"
"1207","Jean-Jérôme Bertolus"
"1208","Nathalie Segaunes"
"1209","Nicolas Beytout"
"1210","Irène Inchauspé"
"1211","Alexandre Malafaye"
"1212","Ludovic Vigogne"
"1213","l’Opinion"
"1214","Ludovic Vigogne"
"1215","Rémi Godeau"
"1216","Béatrice Houchard"
"1217","Ludovic Vigogne"
"1218","Béatrice Houchard"
"1219","Ivanne Trippenbach"
"1220","Hakim El Karoui"
"1221","l’Opinion"
"1222","l’Opinion"
"1223","l’Opinion"
"1224","l’Opinion"
"1225","l’Opinion "
"1226","l’Opinion"
"1227","l’Opinion"
"1228","Nathalie Segaunes"
"1229","Ivanne Trippenbach"
"1230","l'Opinion vidéos"
"1231","l'Opinion vidéos"
"1232","l'Opinion vidéos"
"1233","l’Opinion"
"1234","Ivanne Trippenbach"
"1235","Béatrice Houchard"
"1236","Nicolas Beytout"
"1237","Irène Inchauspé"
"1238","Julien Aubert et Jean-Philippe Mallé"
"1239","Gilles Savary"
"1240","Ivanne Trippenbach"
"1241","Irène Inchauspé"
"1242","Nathalie Segaunes"
"1243","Ivanne Trippenbach"
"1244","Irène Inchauspé"
"1245","Rémi Godeau"
"1246","Ivanne Trippenbach"
"1247","Guillaume Durand"
"1248","Béatrice Houchard"
"1249","6 Medias"
"1250","6 Medias"
"1251","Patrick Devedjian"
"1252","6 Medias"
"1253","Ivanne Trippenbach"
"1254","Nathalie Segaunes"
"1255","Jean-Jérôme Bertolus"
"1256","Nicolas Beytout"
"1257","Renaud Large"
"1258","Irène Inchauspé"
"1259","6 Medias"
"1260","6 Medias"
"1261","Ivanne Trippenbach"
"1262","Irène Inchauspé"
"1263","Ludovic Vigogne"
"1264","Irène Inchauspé"
"1265","Ivanne Trippenbach"
"1266","Nicolas Beytout"
"1267","Irène Inchauspé"
"1268","Hakim El Karoui"
"1269","Alexandre Malafaye"
"1270","6 Medias"
"1271","Nathalie Segaunes"
"1272","Ivanne Trippenbach"
"1273","Olivier Auguste"
"1274","6 Medias"
"1275","6 Medias"
"1276","6 Medias"
"1277","Johann Fourmond"
"1278","6 Medias"
"1279","Jean-Dominique Merchet"
"1280","l’Opinion "
"1281","6 Medias"
"1282","6 Medias"
"1283","Virginie Calmels"
"1284","6 Medias"
"1285","Caroline Vigoureux"
"1286","Olivier Auguste"
"1287","Jean-Jérôme Bertolus"
"1288","Nathalie Segaunes"
"1289","Cécile Dejoux"
"1290","6 Medias"
"1291","Nathalie Segaunes"
"1292","Jean-Jérôme Bertolus"
"1293","l’Opinion"
"1294","Rémi Godeau"
"1295","Caroline Vigoureux"
"1296","Patrick Devedjian"
"1297","Olivier Babeau"
"1298","Ivanne Trippenbach"
"1299","Béatrice Houchard"
"1300","Nathalie Segaunes"
"1301","Caroline Vigoureux"
"1302","Béatrice Houchard"
"1303","Olivier Auguste"
"1304","6 Medias"
"1305","Caroline Vigoureux"
"1306","6 Medias"
"1307","6 Medias"
"1308","Nathalie Segaunes"
"1309","Hakim El Karoui"
"1310","Caroline Vigoureux"
"1311","Jean-Jérôme Bertolus"
"1312","Nathalie Segaunes"
"1313","Cyrille Lachèvre"
"1314","Nathalie Segaunes"
"1315","Eric Le Boucher"
"1316","Raphaël Proust"
"1317","Erwan Le Noan"
"1318","6 Medias"
"1319","Béatrice Houchard"
"1320","6 Medias"
"1321","6 Medias"
"1322","Jean-Jérôme Bertolus"
"1323","Ludovic Vigogne"
"1324","Jean-Jérôme Bertolus"
"1325","Nathalie Segaunes"
"1326","Irène Inchauspé"
"1327","Nicolas Beytout"
"1328","6 Medias"
"1329","Béatrice Houchard"
"1330","Gilles Savary"
"1331","Caroline Vigoureux"
"1332","Ludovic Vigogne"
"1333","Patrick Devedjian"
"1334","Olivier Babeau"
"1335","Caroline Vigoureux"
"1336","Caroline Vigoureux"
"1337","Raphaël Proust"
"1338","Ludovic Vigogne"
"1339","Nathalie Segaunes"
"1340","Caroline Vigoureux"
"1341","Irène Inchauspé"
"1342","Julien Damon"
"1343","6 Medias"
"1344","Cyril Lacarrière"
"1345","Jean-Jérôme Bertolus"
"1346","Nathalie Segaunes"
"1347","Rémi Godeau"
"1348","Béatrice Houchard"
"1349","Raphaël Proust"
"1350","Irène Inchauspé"
"1351","Raphaël Proust"
"1352","Bernard Accoyer"
"1353","Hakim El Karoui"
"1354","6 Medias"
"1355","Alexandre Malafaye"
"1356","6 Medias"
"1357","Caroline Vigoureux"
"1358","Jean-Jérôme Bertolus"
"1359","Raphaël Proust"
"1360","Caroline Vigoureux"
"1361","Caroline Vigoureux"
"1362","Nicolas Beytout"
"1363","Ivanne Trippenbach"
"1364","Béatrice Houchard"
"1365","Emmanuelle Ducros"
"1366","Ivanne Trippenbach"
"1367","Béatrice Houchard"
"1368","6 Medias"
"1369","Béatrice Houchard"
"1370","l’Opinion"
"1371","Béatrice Houchard"
"1372","Ludovic Vigogne"
"1373","Nathalie Segaunes"
"1374","Béatrice Houchard"
"1375","Béatrice Houchard"
"1376","Béatrice Houchard"
"1377","Raphaël Proust"
"1378","Ludovic Vigogne"
"1379","Virginie Duby-Muller, Valérie Boyer et alii"
"1380","6 Medias"
"1381","6 Medias"
"1382","Béatrice Houchard"
"1383","Jean-Jérôme Bertolus"
"1384","6 Medias"
"1385","Caroline Vigoureux"
"1386","Raphaël Proust"
"1387","Jean-Jérôme Bertolus"
"1388","Olivier Auguste"
"1389","6 Medias"
"1390","Patrick Devedjian"
"1391","Caroline Vigoureux"
"1392","Raphaël Proust"
"1393","Caroline Vigoureux"
"1394","Caroline Vigoureux"
"1395","Ludovic Vigogne"
"1396","Jean-Jérôme Bertolus"
"1397","Ludovic Vigogne"
"1398","Nicolas Beytout"
"1399","Jean-Jérôme Bertolus"
"1400","6 Medias"
"1401","Caroline Vigoureux"
"1402","Nathalie Segaunes"
"1403","Christine Revault d’Allonnes"
"1404","Gaspard Koenig et Camille Potier"
"1405","Hakim El Karoui"
"1406","Raphaël Proust"
"1407","6 Medias"
"1408","Ludovic Vigogne"
"1409","Raphaël Proust"
"1410","Ludovic Vigogne"
"1411","Nathalie Segaunes"
"1412","Caroline Vigoureux"
"1413","Caroline Vigoureux"
"1414","Irène Inchauspé"
"1415","Eric Le Boucher"
"1416","Erwan Le Noan"
"1417","6 Medias"
"1418","6 Medias"
"1419","Pierre-Yves Bournazel"
"1420","Nathalie Segaunes"
"1421","Nicolas Beytout"
"1422","Gilles Savary"
"1423","Béatrice Houchard"
"1424","Jean-Dominique Merchet"
"1425","Nicolas Beytout"
"1426","Caroline Vigoureux"
"1427","Jean-Dominique Merchet"
"1428","Jean-Dominique Merchet"
"1429","Ludovic Vigogne"
"1430","Nathalie Segaunes"
"1431","Cyril Lacarrière"
"1432","Jean Spiri"
"1433","Alain Laurent"
"1434","Raphaël Proust"
"1435","Ludovic Vigogne"
"1436","Emmanuelle Ducros"
"1437","Cyrille Lachèvre"
"1438","Béatrice Houchard"
"1439","Pierre Vermeren"
"1440","6 Medias"
"1441","Ludovic Vigogne"
"1442","Caroline Vigoureux"
"1443","Caroline Vigoureux"
"1444","Nicolas Beytout"
"1445","Béatrice Houchard"
"1446","Irène Inchauspé"
"1447","Hakim El Karoui"
"1448","Alexandre Malafaye"
"1449","6 Medias"
"1450","Nathalie Segaunes"
"1451","Raphaël Proust"
"1452","Caroline Vigoureux"
"1453","Nathalie Segaunes"
"1454","Cyrille Lachèvre"
"1455","Raphaël Proust"
"1456","6 Medias"
"1457","6 Medias"
"1458","Irène Inchauspé"
"1459","6 Medias"
"1460","Irène Inchauspé"
"1461","Ludovic Vigogne"
"1462","Jean-Jérôme Bertolus"
"1463","Emmanuelle Ducros"
"1464","Irène Inchauspé"
"1465","Nathalie Segaunes"
"1466","Raphaël Proust"
"1467","Béatrice Houchard"
"1468","Raphaël Proust"
"1469","Béatrice Houchard"
"1470","6 Medias"
"1471","6 Medias"
"1472","6 Medias"
"1473","Cyril Lacarrière"
"1474","Béatrice Houchard"
"1475","Nathalie Segaunes"
"1476","Raphaël Legendre"
"1477","Jean-Dominique Merchet"
"1478","Fanny Guinochet"
"1479","Caroline Vigoureux"
"1480","Nathalie Segaunes"
"1481","Jean-Jérôme Bertolus"
"1482","Nathalie Segaunes"
"1483","Ludovic Vigogne"
"1484","Jean-Jérôme Bertolus"
"1485","Ludovic Vigogne"
"1486","6 Medias"
"1487","6 Medias"
"1488","Irène Inchauspé"
"1489","Raphaël Proust"
"1490","Béatrice Houchard"
"1491","Irène Inchauspé"
"1492","Jean-Jérôme Bertolus"
"1493","Ludovic Vigogne"
"1494","Ludovic Vigogne"
"1495","Cyrille Lachèvre"
"1496","6 Medias"
"1497","Anne Coffinier"
"1498","6 Medias"
"1499","Nathalie Segaunes"
"1500","Cyril Lacarrière"
"1501","Nicolas Beytout"
"1502","6 Medias"
"1503","Raphaël Proust"
"1504","Ludovic Vigogne"
"1505","Hakim El Karoui"
"1506","Raphaël Proust"
"1507","Béatrice Houchard"
"1508","Ludovic Vigogne"
"1509","Olivier Auguste"
"1510","Ludovic Vigogne"
"1511","6 Medias"
"1512","6 Medias"
"1513","Jean-Jérôme Bertolus"
"1514","Caroline Vigoureux"
"1515","Cyril Lacarrière"
"1516","Béatrice Houchard"
"1517","Ludovic Vigogne"
"1518","Gilles Savary"
"1519","Jean-Jérôme Bertolus"
"1520","Irène Inchauspé"
"1521","Caroline Vigoureux"
"1522","Irène Inchauspé"
"1523","Raphaël Proust"
"1524","Nathalie Segaunes"
"1525","Nicolas Beytout"
"1526","6 Medias"
"1527","Irène Inchauspé"
"1528","Irène Inchauspé"
"1529","Patrick Devedjian"
"1530","6 Medias"
"1531","Caroline Vigoureux"
"1532","Caroline Vigoureux"
"1533","Nathalie Segaunes"
"1534","Jean-Jérôme Bertolus"
"1535","Cyril Lacarrière"
"1536","Béatrice Houchard"
"1537","6 Medias"
"1538","Stéphane Viry, Julien Aubert et 9 élus LR"
"1539","Béatrice Houchard"
"1540","Ludovic Vigogne"
"1541","Ludovic Vigogne"
"1542","Ludovic Vigogne"
"1543","Irène Inchauspé"
"1544","Raphaël Proust"
"1545","Hakim El Karoui"
"1546","6 Medias"
"1547","Raphaël Legendre"
"1548","Nathalie Segaunes"
"1549","Nathalie Segaunes"
"1550","Eric Le Boucher"
"1551","Irène Inchauspé"
"1552","Erwan Le Noan"
"1553","6 Medias"
"1554","Raphaël Proust"
"1555","Irène Inchauspé"
"1556","Béatrice Houchard"
"1557","Jean-Jérôme Bertolus"
"1558","Nicolas Beytout"
"1559","Caroline Vigoureux"
"1560","Caroline Vigoureux"
"1561","6 Medias"
"1562","Béatrice Houchard"
"1563","Jean-Dominique Merchet"
"1564","Zaki Laïdi"
"1565","Raphaël Proust"
"1566","Jean-Dominique Merchet"
"1567","Raphaël Proust"
"1568","Patrick Devedjian"
"1569","Cyril Lacarrière"
"1570","Jean-Jérôme Bertolus"
"1571","Irène Inchauspé"
"1572","Rémi Godeau"
"1573","Laurence Arribagé, Sabine Bernasconi, Geoffroy Didier, Virginie Duby-Muller, Agnès Evren, Gilles Mentré, Maxime Minot, Robin Reda "
"1574","Raphaël Proust"
"1575","Jean-Jérôme Bertolus"
"1576","Jean-Jérôme Bertolus"
"1577","Jean-Jérôme Bertolus"
"1578","Nicolas Beytout"
"1579","Alexandre Malafaye"
"1580","Hakim El Karoui"
"1581","6 Medias"
"1582","6 Medias"
"1583","Caroline Vigoureux"
"1584","Raphaël Proust"
"1585","Rémi Godeau"
"1586","6 Medias"
"1587","Jean-Jérôme Bertolus"
"1588","Pierre Bédier"
"1589","Caroline Vigoureux"
"1590","Rémi Godeau"
"1591","Jean-Dominique Merchet"
"1592","Irène Inchauspé"
"1593","Guillaume Durand"
"1594","Cyril Lacarrière"
"1595","Gilles Savary"
"1596","Cyril Lacarrière"
"1597","Raphaël Proust"
"1598","Jean-Jérôme Bertolus"
"1599","Olivier Auguste"
"1600","Cyril Lacarrière"
"1601","Patrick Devedjian"
"1602","Irène Inchauspé"
"1603","6 Medias"
"1604","Raphaël Proust"
"1605","Jean-Dominique Merchet"
"1606","Ludovic Vigogne"
"1607","6Medias"
"1608","Jean-Jérôme Bertolus"
"1609","Ludovic Vigogne"
"1610","Hakim El Karoui"
"1611","Alexandre Malafaye"
"1612","6Medias"
"1613","6Medias"
"1614","Ludovic Vigogne"
"1615","Hervé Novelli"
"1616","Cyrille Lachèvre"
"1617","Irène Inchauspé"
"1618","Eric Le Boucher"
"1619","Ludovic Vigogne"
"1620","Erwan Le Noan"
"1621","Ludovic Vigogne"
"1622","6 Medias"
"1623","Nathalie Segaunes"
"1624","Béatrice Houchard"
"1625","Béatrice Houchard"
"1626","Xavier Fournier"
"1627","6 Medias"
"1628","Irène Inchauspé"
"1629","Nathalie Segaunes"
"1630","Ludovic Vigogne"
"1631","Nicolas Beytout"
"1632","Ludovic Vigogne"
"1633","Jean-Jérôme Bertolus"
"1634","6 Medias"
"1635","6 Medias"
"1636","6 Medias"
"1637","Ludovic Vigogne"
"1638","Ludovic Vigogne"
"1639","Jean-Jérôme Bertolus"
"1640","Nathalie Segaunes"
"1641","Irène Inchauspé"
"1642","6 Medias"
"1643","Ludovic Vigogne"
"1644","6 Medias"
"1645","Nathalie Segaunes"
"1646","Béatrice Houchard"
"1647","Jean-Jérôme Bertolus"
"1648","6 Medias"
"1649","Irène Inchauspé"
"1650","Ludovic Vigogne"
"1651","Jerôme Dubus"
"1652","Ludovic Vigogne"
"1653","Jean-Jérôme Bertolus"
"1654","Ludovic Vigogne"
"1655","Rémi Godeau"
"1656","Béatrice Houchard"
"1657","Hakim El Karoui"
"1658","Alexandre Malafaye"
"1659","6 Medias"
"1660","Raphaël Proust"
"1661","Raphaël Proust"
"1662","Irène Inchauspé"
"1663","Eric Le Boucher"
"1664","Raphaël Proust"
"1665","Irène Inchauspé"
"1666","Jean-Dominique Merchet"
"1667","Nathalie Segaunes"
"1668","Olivier Auguste"
"1669","Jonas Haddad"
"1670","Jean-Dominique Merchet"
"1671","Jean-Dominique Merchet"
"1672","Jean-Dominique Merchet"
"1673","Nicolas Beytout"
"1674","Jean-Jérôme Bertolus"
"1675","Raphaël Proust"
"1676","Raphaël Proust"
"1677","Gilles Savary"
"1678","Raphaël Proust"
"1679","Jean-Jérôme Bertolus"
"1680","Nathalie Segaunes"
"1681","Nicolas Beytout"
"1682","Raphaël Proust"
"1683","Irène Inchauspé"
"1684","Ludovic Vigogne"
"1685","Nathalie Segaunes"
"1686","Olivier Babeau"
"1687","6 Medias"
"1688","Patrick Devedjian"
"1689","6 Medias"
"1690","Irène Inchauspé"
"1691","Nathalie Segaunes"
"1692","Jean-Jérôme Bertolus"
"1693","Irène Inchauspé"
"1694","Nicolas Beytout"
"1695","Caroline Vigoureux"
"1696","Caroline Vigoureux"
"1697","Raphaël Proust"
"1698","Ludovic Vigogne"
"1699","Jean-Jérôme Bertolus"
"1700","Ludovic Vigogne"
"1701","Nicolas Beytout"
"1702","Béatrice Houchard"
"1703","Irène Inchauspé"
"1704","6 Medias"
"1705","Alexandre Malafaye"
"1706","6 Medias"
"1707","Ludovic Vigogne"
"1708","Ludovic Vigogne"
"1709","Rémi Godeau"
"1710","Nathalie Segaunes"
"1711","Irène Inchauspé"
"1712","Erwan Le Noan"
"1713"," Louis Giscard d’Estaing,  Président Les Idées.fr et vice-Président de l’UDI"
"1714","Jean-Jérôme Bertolus"
"1715","Béatrice Houchard"
"1716","Irène Inchauspé"
"1717","Jean-Jérôme Bertolus"
"1718","Béatrice Houchard"
"1719","Ludovic Vigogne"
"1720","Raphaël Proust"
"1721","Jean-Dominique Merchet"
"1722","Emmanuelle Ducros"
"1723","Ivanne Trippenbach"
"1724","Jean-Jérôme Bertolus"
"1725","Raphaël Legendre"
"1726","Raphaël Proust"
"1727","Raphaël Proust"
"1728","Béatrice Houchard"
"1729","Ludovic Vigogne"
"1730","Fourquet Jérôme"
"1731","Patrick Devedjian"
"1732","Béatrice Houchard"
"1733","Irène Inchauspé"
"1734","Nathalie Segaunes"
"1735","Jean-Dominique Merchet"
"1736","Ivanne Trippenbach"
"1737","Jean-Jérôme Bertolus"
"1738","Zaki Laïdi"
"1739","l'Opinion vidéos"
"1740","l'Opinion vidéos"
"1741","l'Opinion vidéos"
"1742","l'Opinion vidéos"
"1743","6 Medias"
"1744","Ludovic Vigogne"
"1745","Nathalie Segaunes"
"1746","Alexandre Malafaye"
"1747","6 Medias"
"1748","Gilles Savary"
"1749","Ivanne Trippenbach"
"1750","Béatrice Houchard"
"1751","l'Opinion vidéos"
"1752","l'Opinion vidéos"
"1753","l'Opinion vidéos"
"1754","6 Medias"
"1755","Nicolas Beytout"
"1756","Raphaël Legendre"
"1757","Nathalie Segaunes"
"1758","Ivanne Trippenbach"
"1759","Erwan Le Noan"
"1760","6 Medias"
"1761","Raphaël Proust"
"1762","Ivanne Trippenbach"
"1763","Irène Inchauspé"
"1764","6 Medias"
"1765","Cyril Lacarrière"
"1766","Raphaël Proust"
"1767","Nathalie Segaunes"
"1768","Olivier Auguste"
"1769","Pascal Airault"
"1770","6 Medias"
"1771","Béatrice Houchard"
"1772","Irène Inchauspé"
"1773","Jean-Jérôme Bertolus"
"1774","Jean-Dominique Merchet"
"1775","6 Medias"
"1776","Jean-Jérôme Bertolus"
"1777","Nathalie Segaunes"
"1778","Emmanuelle Ducros"
"1779","6 Medias"
"1780","Nathalie Segaunes"
"1781","Caroline Vigoureux"
"1782","Jean-Baptiste Mauvais"
"1783","Raphaël Proust"
"1784","Nathalie Segaunes"
"1785","Ivanne Trippenbach"
"1786","Fanny Guinochet"
"1787","Joséphine Staron et Audrey Strochlic"
"1788","Pascal Perrineau"
"1789","Ivanne Trippenbach"
"1790","Ludovic Vigogne"
"1791","Jean-Dominique Merchet"
"1792","Béatrice Houchard"
"1793","Ludovic Vigogne"
"1794","Olivier Auguste"
"1795","Hakim El Karoui"
"1796","Caroline Vigoureux"
"1797","Nathalie Segaunes"
"1798","6 Medias"
"1799","6 Medias"
"1800","6 Medias"
"1801","6 Medias"
"1802","6 Medias"
"1803","Ludovic Vigogne"
"1804","Jean-Dominique Merchet"
"1805","Ludovic Vigogne"
"1806","Béatrice Houchard"
"1807","Caroline Vigoureux"
"1808","Nicolas Beytout"
"1809","6 Medias"
"1810","Ludovic Vigogne"
"1811","Nathalie Segaunes"
"1812","l'Opinion vidéos"
"1813","l'Opinion vidéos"
"1814","Nicolas Beytout"
"1815","Béatrice Houchard"
"1816","Jean-Jérôme Bertolus"
"1817","Brice Couturier"
"1818","l'Opinion vidéos"
"1819","l'Opinion vidéos"
"1820","Nicolas Beytout"
"1821","Fabrice Lorvo"
"1822","Ludovic Vigogne"
"1823","Nathalie Segaunes"
"1824","Raphaël Proust"
"1825","Caroline Vigoureux"
"1826","Rémi Godeau"
"1827","Eric Le Boucher"
"1828","Jean-Jérôme Bertolus"
"1829","Hakim El Karoui"
"1830","6 Medias"
"1831","6 Medias"
"1832","l’Opinion"
"1833","6 Medias"
"1834","Jean-Jérôme Bertolus"
"1835","l'Opinion vidéos"
"1836","l'Opinion vidéos"
"1837","l'Opinion vidéos"
"1838","Ivanne Trippenbach"
"1839","Ivanne Trippenbach"
"1840","Nathalie Segaunes"
"1841","Ivanne Trippenbach"
"1842","Nicolas Beytout"
"1843","Gilles Sengès"
"1844","Raphaël Proust"
"1845","6 Medias"
"1846","Gilles Savary"
"1847","l'Opinion vidéos"
"1848","l'Opinion vidéos"
"1849","l'Opinion vidéos"
"1850","L’Opinion"
"1851","Cyril Lacarrière"
"1852","Béatrice Houchard"
"1853","Nathalie Segaunes"
"1854","Jean-Jérôme Bertolus"
"1855","Rémi Godeau"
"1856","6 Medias"
"1857","l'Opinion vidéos"
"1858","l'Opinion vidéos"
"1859","l'Opinion vidéos"
"1860","6 Medias"
"1861","Jean-Jérôme Bertolus"
"1862","Nathalie Segaunes"
"1863","Raphaël Proust"
"1864","Caroline Vigoureux"
"1865","Raphaël Proust"
"1866","6 Medias"
"1867","Irène Inchauspé"
"1868","Ivanne Trippenbach"
"1869","Raphaël Proust"
"1870","Jean-Jérôme Bertolus"
"1871","Ludovic Vigogne"
"1872","Irène Inchauspé"
"1873","6 Medias"
"1874","Alexandre Malafaye"
"1875","6 Medias"
"1876","Nathalie Segaunes"
"1877","Nicolas Beytout"
"1878","Caroline Vigoureux"
"1879","6 Medias"
"1880","6 Medias"
"1881","Ludovic Vigogne"
"1882","l'Opinion vidéos"
"1883","l'Opinion vidéos"
"1884","l'Opinion vidéos"
"1885","l'Opinion vidéos"
"1886","Caroline Vigoureux"
"1887","Ludovic Vigogne"
"1888","Raphaël Proust"
"1889","Nicolas Beytout"
"1890","Béatrice Houchard"
"1891","6 Medias"
"1892","6 Medias"
"1893","6 Medias"
"1894","Raphaël Proust"
"1895","Irène Inchauspé"
"1896","Caroline Vigoureux"
"1897","Nathalie Segaunes"
"1898","Rémi Godeau"
"1899","Brune Poirson et Delphine Gény-Stephann"
"1900","Ludovic Vigogne"
"1901","Othman Nasrou"
"1902","Nathalie Segaunes"
"1903","Olivier Babeau"
