"","x"
"998","Bertrand Bissuel"
"999","Abel Mestre"
"1000","Lucie Soullier"
"1001","Cédric Pietralunga"
"1002","Alexandre Lemarié"
"1003","Christophe Châtelot"
"1004","Cécile Chambraud"
"1005","Audrey Tonnelier"
"1006","Alexandre Lemarié"
"1007","Olivier Faye"
"1008","Laura Motet"
"1009","David Larousserie"
"1010","Bertrand Bissuel"
"1011","Patrick Roger"
"1012","Patrick Roger"
"1013","Sarah Belouezzane"
"1014","Raphaëlle Besse Desmoulières"
"1015","Sylvia Zappi"
"1016","Philippe Escande"
"1017","Philippe Jacqué"
"1018","Olivier Faye"
"1019","Audrey Tonnelier"
"1020","Elise Barthet"
"1021","Anne-Sophie Faivre Le Cadre"
"1022","Sarah Belouezzane"
"1023","Audrey Tonnelier"
"1024","Simon Piel"
"1025","Patrick Roger"
"1026","Patrick Roger"
"1027","Sarah Belouezzane"
"1028","Raphaëlle Besse Desmoulières"
"1029","Anne-Aël Durand"
"1030","Cédric Pietralunga"
"1031","Abel Mestre"
"1032","Grégoire Allix"
"1033","Elise Barthet"
"1034","Thomas Wieder"
"1035","Abel Mestre"
"1036","Sarah Belouezzane"
"1037","Raphaëlle Besse Desmoulières"
"1038","Patrick Roger"
"1039","Cédric Pietralunga"
"1040","Pierre Le Hir"
"1041","Stéphane Lauer"
"1042","Abel Mestre"
"1043","Pierre Bouvier"
"1044","Abel Mestre"
"1045","Olivier Faye"
"1046","Pierre Bouvier"
"1047","Sylvie Gittus"
"1048","Raphaëlle Besse Desmoulières"
"1049","Michel Noblecourt"
"1050","Bastien Bonnefous"
"1051","Yann Bouchez"
"1052","Rafaële Rivais"
"1053","Olivier Faye"
"1054","Alexandre Lemarié"
"1055","Bastien Bonnefous"
"1056","Yann Bouchez"
"1057","Annick Cojean"
"1058","Audrey Tonnelier"
"1059","Béatrice Jérôme"
"1060","Abel Mestre"
"1061","Alexandre Piquard"
"1062","Patrick Roger"
"1063","Olivier Faye"
"1064","Olivier Faye"
"1065","Virginie Malingre"
"1066","Patrick Roger"
"1067","Manon Rescan"
"1068","Abel Mestre"
"1069","Simon Roger"
"1070","Alexandre Lemarié"
"1071","Abel Mestre"
"1072","Catherine Vincent"
"1073","Isabelle Rey-Lefebvre"
"1074","Isabelle Rey-Lefebvre"
"1075","Patrick Roger"
"1076","Cédric Pietralunga"
"1077","Raphaëlle Besse Desmoulières"
"1078","Audrey Tonnelier"
"1079","Sarah Belouezzane"
"1080","Raphaëlle Besse Desmoulières"
"1081","Alexandre Lemarié"
"1082","Agathe Dahyot"
"1083","Pierre Breteau"
"1084","Adrien Sénécat"
"1085","Sarah Belouezzane"
"1086","Raphaëlle Besse Desmoulières"
"1087","Patrick Roger"
"1088","Bertrand Bissuel"
"1089","Virginie Malingre"
"1090","Audrey Tonnelier"
"1091","Anne-Aël Durand"
"1092","Audrey Tonnelier"
"1093","Philippe Ridet"
"1094","Virginie Malingre"
"1095","Alexandre Lemarié"
"1096","Cécile Ducourtieux"
"1097","Jean-Pierre Stroobants"
"1098","Pierre Breteau"
"1099","Samuel Laurent"
"1100","Alexandre Pouchard"
"1101","Pierre Breteau"
"1102","Virginie Malingre"
"1103","Anne-Sophie Faivre Le Cadre"
"1104","Béatrice Jérôme"
"1105","Manon Rescan"
"1106","Jean-Baptiste Jacquin"
"1107","Manon Rescan"
"1108","Patrick Roger"
"1109","Samuel Laurent"
"1110","Anne-Aël Durand"
"1111","Manon Rescan"
"1112","Alexandre Lemarié"
"1113","Gérard Courtois"
"1114","Bruno Philip"
"1115","Virginie Malingre"
"1116","Virginie Malingre"
"1117","Cécile Chambraud"
"1118","Sarah Belouezzane"
"1119","Bertrand Bissuel"
"1120","Alexandre Lemarié"
"1121","Lucie Soullier"
"1122","Yann Bouchez"
"1123","Michel Noblecourt"
"1124","Cédric Pietralunga"
"1125","Alexandre Lemarié"
"1126","Lucie Soullier"
"1127","Simon Roger"
"1128","Bertrand Bissuel"
"1129","Béatrice Jérôme"
"1130","Cédric Pietralunga"
"1131","Virginie Malingre"
"1132","Louise Couvelaire"
"1133","Patrick Roger"
"1134","Cédric Pietralunga"
"1135","Manon Rescan"
"1136","Martin Untersinger"
"1137","Rémi Barroux"
"1138","Anne-Aël Durand"
"1139","Pierre Bouvier"
"1140","Audrey Tonnelier"
"1141","Béatrice Jérôme"
"1142","Virginie Malingre"
"1143","Virginie Malingre"
"1144","Maxime Vaudano"
"1145","Jérémie Baruch"
"1146","Anne Michel"
"1147","Jean-Baptiste Chastand"
"1148","Patrick Roger"
"1149","Cédric Pietralunga"
"1150","Cédric Pietralunga"
"1151","Jean-Jacques Larrochelle"
"1152","Anne-Sophie Faivre Le Cadre"
"1153","Jean-Baptiste Jacquin"
"1154","Simon Piel"
"1155","Cédric Pietralunga"
"1156","Simon Roger"
"1157","Françoise Fressoz"
"1158","Philippe Escande"
"1159","Sarah Belouezzane"
"1160","Bertrand Bissuel"
"1161","Nathalie Guibert"
"1162","Manon Rescan"
"1163","Thomas Wieder"
"1164","Cécile Ducourtieux"
"1165","Thomas Wieder"
"1166","Cécile Ducourtieux"
"1167","Sarah Belouezzane"
"1168","Benoît Floc'h"
"1169","Cédric Pietralunga"
"1170","Cécile Ducourtieux"
"1171","Abel Mestre"
"1172","Alexandre Lemarié"
"1173","Patrick Roger"
"1174","Patrick Roger"
"1175","Lucie Soullier"
"1176","Solenn de Royer"
"1177","Maryline Baumard"
"1178","Lucie Soullier"
"1179","Gérard Courtois"
"1180","Lucie Soullier"
"1181","Virginie Malingre"
"1182","Thomas Wieder"
"1183","Audrey Tonnelier"
"1184","Jean-Pierre Stroobants"
"1185","Cécile Ducourtieux"
"1186","Thomas Wieder"
"1187","Patrick Roger"
"1188","Sarah Belouezzane"
"1189","Bertrand Bissuel"
"1190","Olivier Faye"
"1191","Jean-Baptiste Jacquin"
"1192","Stéphane Lauer"
"1193","Lucie Soullier"
"1194","Rafaële Rivais"
"1195","Philippe Ridet"
"1196","Patrick Roger"
"1197","Alexandre Lemarié"
"1198","Manon Rescan"
"1199","Manon Rescan"
"1200","Francesca Fattori"
"1201","Sylvie Gittus"
"1202","Benoît Floc'h"
"1203","Marc Semo"
"1204","Abel Mestre"
"1205","Benoît Floc'h"
"1206","Raphaëlle Besse Desmoulières"
"1207","Bertrand Bissuel"
"1208","Raphaëlle Besse Desmoulières"
"1209","Cédric Pietralunga"
"1210","Philippe Jacqué"
"1211","Olivier Faye"
"1212","Lucie Soullier"
"1213","Denis Cosnard"
"1214","Abel Mestre"
"1215","Denis Cosnard"
"1216","Philippe Jacqué"
"1217","Isabelle Rey-Lefebvre"
"1218","Françoise Fressoz"
"1219","Bertrand Bissuel"
"1220","Adrien Sénécat"
"1221","Anne-Aël Durand"
"1222","Cédric Pietralunga"
"1223","Virginie Malingre"
"1224","Patrick Roger"
"1225","Yann Bouchez"
"1226","Emeline Cazi"
"1227","Laura Motet"
"1228","Anne-Sophie Faivre Le Cadre"
"1229","Alexandre Lemarié"
"1230","Sandrine Morel"
"1231","François Béguin"
"1232","Olivier Faye"
"1233","Virginie Malingre"
"1234","Sarah Belouezzane"
"1235","Bertrand Bissuel"
"1236","Raphaëlle Besse Desmoulières"
"1237","Bertrand Bissuel"
"1238","Béatrice Jérôme"
"1239","Mathilde Damgé"
"1240","Maryline Baumard"
"1241","Alexandre Lemarié"
"1242","Cédric Pietralunga"
"1243","Audrey Tonnelier"
"1244","Gary Dagorn"
"1245","Béatrice Jérôme"
"1246","Anne-Aël Durand"
"1247","Olivier Faye"
"1248","Virginie Malingre"
"1249","Elise Barthet"
"1250","Sarah Belouezzane"
"1251","Raphaëlle Besse Desmoulières"
"1252","Olivier Faye"
"1253","Abel Mestre"
"1254","Philippe Jacqué"
"1255","Cédric Pietralunga"
"1256","Virginie Malingre"
"1257","Benoît Floc'h"
"1258","Frédéric Lemaître"
"1259","Elise Barthet"
"1260","Audrey Tonnelier"
"1261","Françoise Fressoz"
"1262","Gérard Courtois"
"1263","Adrien Sénécat"
"1264","Gilles Paris"
"1265","Simon Roger"
"1266","Michel Noblecourt"
"1267","Sarah Belouezzane"
"1268","Bertrand Bissuel"
"1269","Cécile Ducourtieux"
"1270","Thomas Wieder"
"1271","Alexandre Lemarié"
"1272","Alexandre Lemarié"
"1273","Cédric Pietralunga"
"1274","Alexandre Lemarié"
"1275","Olivier Faye"
"1276","Bertrand Bissuel"
"1277","Benoît Floc'h"
"1278","François Bougon"
"1279","Alexandre Piquard"
"1280","Philippe Ridet"
"1281","Cédric Pietralunga"
"1282","Béatrice Jérôme"
"1283","Cédric Pietralunga"
"1284","Olivier Faye"
"1285","Laura Motet"
"1286","Julia Pascual"
"1287","Françoise Fressoz"
"1288","Isabelle Rey-Lefebvre"
"1289","Virginie Malingre"
"1290","Abel Mestre"
"1291","Anne-Sophie Faivre Le Cadre"
"1292","Rémi Dupré"
"1293","Paul Benkimoun"
"1294","Patrick Roger"
"1295","Cédric Pietralunga"
"1296","Anne-Aël Durand"
"1297","Marc Semo"
"1298","Michel Noblecourt"
"1299","Raphaëlle Besse Desmoulières"
"1300","Violaine Morin"
"1301","Virginie Malingre"
"1302","Jérôme Fenoglio"
"1303","Adrien Sénécat"
"1304","Virginie Malingre"
"1305","Sarah Belouezzane"
"1306","Bertrand Bissuel"
"1307","Martin Untersinger"
"1308","Benoît Floc'h"
"1309","Raphaëlle Besse Desmoulières"
"1310","Michel Noblecourt"
"1311","Cécile Ducourtieux"
"1312","Elise Barthet"
"1313","Alexandre Lemarié"
"1314","Patrick Roger"
"1315","Anne-Françoise Hivert"
"1316","Elise Barthet"
"1317","Sylvie Kauffmann"
"1318","Gaëlle Dupont"
"1319","François Béguin"
"1320","Raphaëlle Besse Desmoulières"
"1321","Alexandre Lemarié"
"1322","Bertrand Bissuel"
"1323","Michel Noblecourt"
"1324","Louise Couvelaire"
"1325","Elise Vincent"
"1326","Cédric Pietralunga"
"1327","Clément Guillou"
"1328","Alexandre Lemarié"
"1329","Cédric Pietralunga"
"1330","François Bougon"
"1331","Alexandre Piquard"
"1332","Benoît Floc'h"
"1333","Audrey Tonnelier"
"1334","Abel Mestre"
"1335","Philippe Jacqué"
"1336","Virginie Malingre"
"1337","Cédric Pietralunga"
"1338","Elise Vincent"
"1339","Isabelle Rey-Lefebvre"
"1340","Olivier Faye"
"1341","François Bougon"
"1342","Alexandre Piquard"
"1343","Yann Bouchez"
"1344","Denis Cosnard"
"1345","Philippe Jacqué"
"1346","Cédric Pietralunga"
"1347","Cécile Chambraud"
"1348","Rafaële Rivais"
"1349","Marc Semo"
"1350","Michel Noblecourt"
"1351","Patrick Roger"
"1352","Sarah Belouezzane"
"1353","Raphaëlle Besse Desmoulières"
"1354","Yann Bouchez"
"1355","Laura Motet"
"1356","Simon Piel"
"1357","Yann Bouchez"
"1358","Laura Motet"
"1359","Simon Piel"
"1360","Lucie Soullier"
"1361","Michel Noblecourt"
"1362","Anne-Sophie Faivre Le Cadre"
"1363","Benoît Floc'h"
"1364","Philippe Jacqué"
"1365","Olivier Faye"
"1366","Benoît Floc'h"
"1367","Bertrand Bissuel"
"1368","Audrey Tonnelier"
"1369","Audrey Tonnelier"
"1370","Vanessa Schneider"
"1371","Anne-Sophie Faivre Le Cadre"
"1372","Pierre Le Hir"
"1373","Jean-Michel Bezat"
"1374","Adrien Sénécat"
"1375","Sylvie Gittus"
"1376","Adrien Sénécat"
"1377","Abel Mestre"
"1378","Laurence Girard"
"1379","Marie de Vergès"
"1380","Philippe Jacqué"
"1381","Sarah Belouezzane"
"1382","Bertrand Bissuel"
"1383","Olivier Faye"
"1384","Lucie Soullier"
"1385","Béatrice Jérôme"
"1386","Jean-Pierre Stroobants"
"1387","Jean-Baptiste Chastand"
"1388","Pierre Bouvier"
"1389","Maxime Vaudano"
"1390","Frédéric Bobin"
"1391","Marc Semo"
"1392","Cécile Ducourtieux"
"1393","Isabelle Rey-Lefebvre"
"1394","Alexandre Lemarié"
"1395","Manon Rescan"
"1396","Cédric Pietralunga"
